ASE;2013;Dimitra;Giannakopoulou;Female;Program Committee
ASE;2013;Alex;Groce;;Program Committee
ASE;2013;Paul;Grünbacher;Male;Program Committee
ASE;2013;Arie;Gurfinkel;Male;Program Committee
ASE;2013;William;G.J. Halfond;Male;Program Committee
ASE;2013;Mark;Harman;Male;Program Committee
ASE;2013;Sunghun;Kim;;Program Committee
ASE;2013;David;Lo;Male;Program Committee
ASE;2013;Shahar;Maoz;Male;Program Committee
ASE;2013;Darko;Marinov;Male;Program Committee
ASE;2013;Tim;Menzies;Male;Program Committee
ASE;2013;Mira;Mezini;Female;Program Committee
ASE;2013;Tien;Nguyen;Male;Program Committee
ASE;2013;Corina;Pasareanu;Female;Program Committee
ASE;2013;Lori;Pollock;;Program Committee
ASE;2013;Martin;Robillard;Male;Program Committee
ASE;2013;Grigore;Rosu;Male;Program Committee
ASE;2013;Abhik;Roychoudhury;;Program Committee
ASE;2013;Gabriele;Taentzer;Female;Program Committee
ASE;2013;Nikolai;Tillmann;Male;Program Committee
ASE;2013;Sebastian;Uchitel;Male;Program Committee
ASE;2013;Willem;Visser;Male;Program Committee
ASE;2013;Lu;Zhang;;Program Committee
ASE;2013;Charles;Zhang;Male;Program Committee
ASE;2013;Sven;Apel;Male;Program Board
ASE;2013;Earl;Barr;Male;Program Board
ASE;2013;Samik;Basu;Male;Program Board
ASE;2013;Yuriy;Brun;Male;Program Board
ASE;2013;Yuanfang;Cai;;Program Board
ASE;2013;Marsha;Chechik;Female;Program Board
ASE;2013;Jane;Cleland-Huang;Female;Program Board
ASE;2013;Christoph;Csallner;Male;Program Board
ASE;2013;Jyotirmoy;Deshmukh;;Program Board
ASE;2013;Xiang;Fu;;Program Board
ASE;2013;Alessandra;Gorla;Female;Program Board
ASE;2013;John;Grundy;Male;Program Board
ASE;2013;Lars;Grunske;Male;Program Board
ASE;2013;Sylvain;Hallé;Male;Program Board
ASE;2013;Christian;Hammer;Male;Program Board
ASE;2013;John;Hosking;Male;Program Board
ASE;2013;Lingxiao;Jiang;;Program Board
ASE;2013;Sarfraz;Khurshid;Male;Program Board
ASE;2013;Julia;Lawall;Female;Program Board
ASE;2013;Nenad;Medvidovic;Male;Program Board
ASE;2013;Hong;Mei;;Program Board
ASE;2013;Atif;Memon;Male;Program Board
ASE;2013;Alessandro;Orso;Male;Program Board
ASE;2013;Klaus;Ostermann;Male;Program Board
ASE;2013;Andrey;Rybalchenko;Male;Program Board
ASE;2013;Yannis;Smaragdakis;Male;Program Board
ASE;2013;Lin;Tan;;Program Board
ASE;2013;Laurie;Williams;Male;Program Board
ASE;2013;Thomas;Zimmerman;Male;Program Board
ASE;2013;Joseph;M. Hellerstein;Male;Keynote Speaker
ASE;2013;Jeremy;Frank;Male;Keynote Speaker
ASE;2014;Ivica;Crnkovic;Male;General Chair
ASE;2014;Marsha;Chechik;Female;Program Chair
ASE;2014;Paul;Grünbacher;Male;Program Chair
ASE;2014;Arie;Gurfinkel;Male;Demo Track Chair
ASE;2014;Gabriele;Taentzer;Female;Demo Track Chair
ASE;2014;Elisabetta;Di Nitto;Female;Tutorials Chair
ASE;2014;Michel;Chaudron;Male;Tutorials Chair
ASE;2014;Lars;Grunske;Male;Satellite Events Chair
ASE;2014;Mats;Heimdahl;Male;Satellite Events Chair
ASE;2014;Yuanfang;Cai;;Publicity Chair
ASE;2014;Mehrdad;Sabetzadeh;;Publicity Chair
ASE;2014;Henry;Muccini;Male;Publicity Chair
ASE;2014;Hongyu;Pei-Breivold;;Publication Chair
ASE;2014;Hüseyin;Aysan;Male;Web Chair
ASE;2014;Josip;Maras;Male;Web Chair
ASE;2014;Malin;Rosqvist;Male;Local Chair
ASE;2014;Reid;Holmes;;Mobile Chair
ASE;2014;Aneta;Vulgarakis;Female;Local Committee
ASE;2014;Antonio;Cicchetti;Male;Local Committee
ASE;2014;Federico;Ciccozzi;Male;Local Committee
ASE;2014;Juraj;Feljan;;Local Committee
ASE;2014;Benoit;Baudry;Male;Program Committee
ASE;2014;Nelly;Bencomo;Female;Program Committee
ASE;2014;Christian;Bird;Male;Program Committee
ASE;2014;Yuriy;Brun;Male;Program Committee
ASE;2014;Tevfik;Bultan;;Program Committee
ASE;2014;Jordi;Cabot;Male;Program Committee
ASE;2014;Yuanfang;Cai;;Program Committee
ASE;2014;Radu;Calinescu;Male;Program Committee
ASE;2014;Michel;Chaudron;Male;Program Committee
ASE;2014;Jane;Cleland-Huang;Female;Program Committee
ASE;2014;Myra;Cohen;Female;Program Committee
ASE;2014;Vittorio;Cortellessa;Male;Program Committee
ASE;2014;Elisabetta;Di Nitto;Female;Program Committee
ASE;2014;Massimiliano;Di Penta;Male;Program Committee
ASE;2014;Danny;Dig;Male;Program Committee
ASE;2014;Schahram;Dustdar;Male;Program Committee
ASE;2014;Bernd;Fischer;Male;Program Committee
ASE;2014;Robert;France;Male;Program Committee
ASE;2014;Gordon;Fraser;Male;Program Committee
ASE;2014;Diego;Garbervetsky;Male;Program Committee
ASE;2014;Michael;Goedicke;Male;Program Committee
ASE;2014;Lars;Grunske;Male;Program Committee
ASE;2014;Arie;Gurfinkel;Male;Program Committee
ASE;2014;Robert;Hall;Male;Program Committee
ASE;2014;Reiko;Heckel;;Program Committee
ASE;2014;Mats;Heimdahl;Male;Program Committee
ASE;2014;John;G. Hosking;Male;Program Committee
ASE;2014;Christian;Kaestner;Male;Program Committee
ASE;2014;David;Lo;Male;Program Committee
ASE;2014;Shahar;Maoz;Male;Program Committee
ASE;2014;Henry;Muccini;Male;Program Committee
ASE;2014;Shiva;Nejati;Male;Program Committee
ASE;2014;Tien;N. Nguyen;Male;Program Committee
ASE;2014;Jocelyn;Simmonds;;Program Committee
ASE;2014;Tetsuo;Tamai;Male;Program Committee
ASE;2014;Lin;Tan;;Program Committee
ASE;2014;Daniel;Varro;Male;Program Committee
ASE;2014;Michael;Whalen;Male;Program Committee
ASE;2014;Andreas;Zeller;Male;Program Committee
ASE;2014;Jamie;Andrews;;Program Board
ASE;2014;Sven;Apel;Male;Program Board
ASE;2014;Alexander;Egyed;Male;Program Board
